price,location,baths,area,bedrooms
21000000,Etawa Society,6,8 Marla,6
8000000,Gadap Town,2,4.8 Marla,2
15500000,Etawa Society,3,8 Marla,3
16000000,Etawa Society,3,8 Marla,3
13500000,Gadap Town,4,4.8 Marla,4
15000000,North Nazimabad,3,7.1 Marla,3
2900000,Gulistan-e-Jauhar,1,2 Marla,2
15500000,Gulistan-e-Jauhar,3,9.6 Marla,3
22000000,Federal B Area,4,4.8 Marla,4
17500000,Gulistan-e-Jauhar,3,5.8 Marla,3
9000000,Garden West,3,8.4 Marla,3
17500000,Gulistan-e-Jauhar,4,4 Marla,4
15500000,Gulistan-e-Jauhar,3,9.6 Marla,3
12000000,North Nazimabad,3,8 Marla,3
12500000,Gulistan-e-Jauhar,3,5.6 Marla,3
7000000,Malir,2,4.8 Marla,2
5500000,Malir,2,3.2 Marla,2
10000000,North Nazimabad,2,4.4 Marla,2
7800000,Malir,2,4.8 Marla,2
14000000,North Nazimabad,3,6.7 Marla,3
15000000,North Nazimabad,3,7.1 Marla,3
12000000,North Nazimabad,2,4.4 Marla,2
17000000,North Nazimabad,3,7.1 Marla,3
11000000,North Nazimabad,2,6.2 Marla,2
16000000,North Nazimabad,3,9.8 Marla,3
11500000,North Nazimabad,2,4.4 Marla,2
15000000,North Nazimabad,3,7.1 Marla,3
8500000,Gulistan-e-Jauhar,3,6 Marla,3
2700000,Shah Faisal Town,2,3.1 Marla,2
3500000,Shah Faisal Town,2,3.1 Marla,2
4500000,Delhi Colony,2,3.6 Marla,2
12000000,DHA Defence,2,5.3 Marla,2
6000000,Bahria Town Karachi,3,4.4 Marla,3
6000000,Bahria Town Karachi,3,4.4 Marla,3
6000000,Bahria Town Karachi,3,4.4 Marla,3
16000000,Scheme 33,4,4.8 Marla,4
16000000,Scheme 33,4,4.8 Marla,4
18000000,Scheme 33,4,4.8 Marla,4
18000000,Scheme 33,4,4.8 Marla,4
18000000,Scheme 33,4,4.8 Marla,4
18000000,Scheme 33,4,4.8 Marla,4
6000000,Bahria Town Karachi,3,4.4 Marla,3
16000000,Scheme 33,4,4.8 Marla,4
6200000,North Karachi,3,1.6 Marla,3
23000000,Gulistan-e-Jauhar,5,8 Marla,5
5000000,North Nazimabad,3,5.3 Marla,4
28000000,Cantt,3,10 Marla,3
24000000,Cantt,3,10 Marla,3
23500000,Cantt,3,10 Marla,3
26500000,Cantt,3,10 Marla,3
28000000,Cantt,3,10 Marla,3
5500000,Scheme 33,3,4.7 Marla,3
5500000,Scheme 33,3,4.7 Marla,3
5500000,Scheme 33,3,4.7 Marla,3
5500000,Scheme 33,3,4.7 Marla,3
3500000,Scheme 33,2,3.3 Marla,2
3500000,Scheme 33,2,3.3 Marla,2
3500000,Scheme 33,2,3.3 Marla,2
3500000,Scheme 33,2,3.3 Marla,2
6500000,Scheme 33,3,5.3 Marla,3
6500000,Scheme 33,3,5.3 Marla,3
4500000,Scheme 33,2,3.8 Marla,2
14000000,Gulshan-e-Iqbal Town,3,6.4 Marla,3
16500000,Korangi,2,5.1 Marla,2
17000000,Gulshan-e-Iqbal Town,3,6.4 Marla,3
52500000,Gulshan-e-Iqbal Town,6,13.4 Marla,6
170000000,DHA Defence,5,2 Kanal,5
22500000,Korangi,4,6.4 Marla,4
97500000,Gulshan-e-Iqbal Town,4,1.1 Kanal,4
180000000,KDA Scheme 1,6,1 Kanal,6
12000000,DHA Defence,2,5.3 Marla,2
3500000,Gulistan-e-Jauhar,2,4 Marla,2
30500000,Gulistan-e-Jauhar,3,9.6 Marla,3
5500000,Karachi Motorway,3,5 Marla,3
160000000,Jamshed Town,7,2 Kanal,7
10500000,DHA Defence,3,5.1 Marla,3
140000000,Jamshed Town,7,2 Kanal,7
110000000,Jamshed Town,7,2 Kanal,7
130000000,Jamshed Town,7,2 Kanal,7
140000000,Jamshed Town,7,2 Kanal,7
350000000,Jamshed Town,7,4 Kanal,7
350000000,Jamshed Town,7,4 Kanal,7
25000000,Jamshed Town,4,12 Marla,4
25000000,Jamshed Town,3,12 Marla,3
50000000,Jamshed Town,6,8 Marla,6
90000000,Jamshed Town,7,1.2 Kanal,7
75000000,Jamshed Town,7,1.2 Kanal,7
75000000,Jamshed Town,7,1.2 Kanal,7
65000000,Jamshed Town,6,12.4 Marla,6
65000000,Jamshed Town,6,12.4 Marla,6
35000000,Jamshed Town,4,12.4 Marla,4
35000000,Jamshed Town,4,12.4 Marla,4
15700000,Scheme 33,5,4.8 Marla,7
22500000,Gulistan-e-Jauhar,3,4.8 Marla,3
1800000,Korangi,2,2.2 Marla,2
20000000,Malir,6,4 Marla,6
80000000,Gulshan-e-Iqbal Town,6,1 Kanal,6
9000000,Malir,6,2.8 Marla,6
9500000,Scheme 33,3,6 Marla,3
14500000,Scheme 33,9,5 Marla,9
4200000,North Karachi,2,4 Marla,2
88000000,DHA Defence,4,1 Kanal,4
7000000,DHA Defence,2,2.2 Marla,2
25000000,Gulshan-e-Iqbal Town,3,7.8 Marla,3
45000000,Gulshan-e-Iqbal Town,5,9.6 Marla,5
15000000,DHA Defence,3,8 Marla,3
35000000,Rashid Minhas Road,4,14.8 Marla,4
7000000,Scheme 33,2,3.6 Marla,2
17500000,DHA Defence,4,6.9 Marla,4
13000000,Bahria Town Karachi,3,8 Marla,3
9500000,Bahria Town Karachi,3,11 Marla,3
12000000,DHA Defence,3,5.3 Marla,3
26500000,Gulshan-e-Iqbal Town,6,9.6 Marla,6
75000000,DHA Defence,4,16.7 Marla,4
40000000,Gulistan-e-Jauhar,6,1.2 Kanal,6
10700000,Gadap Town,3,6 Marla,3
8500000,Malir,2,3.2 Marla,2
19500000,Malir,3,7.2 Marla,3
7000000,Malir,2,2.8 Marla,2
6500000,Malir,2,2.4 Marla,2
15500000,Malir,4,4.8 Marla,4
15000000,Malir,4,4.8 Marla,4
12000000,Malir,4,4 Marla,4
18500000,Malir,4,5.3 Marla,4
16500000,Malir,4,4.8 Marla,4
7500000,Gizri,3,4.2 Marla,3
8200000,Gulshan-e-Iqbal Town,3,4.9 Marla,3
12500000,Gulshan-e-Iqbal Town,3,5.6 Marla,3
7500000,Gizri,3,5.1 Marla,3
14000000,Gadap Town,3,9.6 Marla,3
14500000,Bahria Town Karachi,3,6 Marla,3
14600000,Bahria Town Karachi,3,6 Marla,3
14600000,Bahria Town Karachi,3,6 Marla,3
14700000,Bahria Town Karachi,3,6 Marla,3
14700000,Bahria Town Karachi,3,6 Marla,3
14800000,Bahria Town Karachi,3,6 Marla,3
14800000,Bahria Town Karachi,3,6 Marla,3
14900000,Bahria Town Karachi,3,6 Marla,3
14900000,Bahria Town Karachi,3,6 Marla,3
15000000,Bahria Town Karachi,3,6 Marla,3
15000000,Bahria Town Karachi,3,6 Marla,3
15000000,Bahria Town Karachi,3,6 Marla,3
15100000,Bahria Town Karachi,3,6 Marla,3
15100000,Bahria Town Karachi,3,6 Marla,3
15200000,Bahria Town Karachi,3,6 Marla,3
15200000,Bahria Town Karachi,3,6 Marla,3
15300000,Bahria Town Karachi,3,6 Marla,3
15300000,Bahria Town Karachi,3,6 Marla,3
15400000,Bahria Town Karachi,3,6 Marla,3
15500000,Bahria Town Karachi,3,6 Marla,3
20000000,Bahria Town Karachi,3,8 Marla,3
20000000,Bahria Town Karachi,3,8 Marla,3
20100000,Bahria Town Karachi,3,8 Marla,3
20200000,Bahria Town Karachi,3,8 Marla,3
20200000,Bahria Town Karachi,3,8 Marla,3
20200000,Bahria Town Karachi,3,8 Marla,3
20300000,Bahria Town Karachi,3,8 Marla,3
20400000,Bahria Town Karachi,3,8 Marla,3
20400000,Bahria Town Karachi,3,8 Marla,3
20500000,Bahria Town Karachi,3,8 Marla,3
20600000,Bahria Town Karachi,3,8 Marla,3
20700000,Bahria Town Karachi,3,8 Marla,3
20800000,Bahria Town Karachi,3,8 Marla,3
20900000,Bahria Town Karachi,3,8 Marla,3
21000000,Bahria Town Karachi,3,8 Marla,3
21100000,Bahria Town Karachi,3,8 Marla,3
21200000,Bahria Town Karachi,3,8 Marla,3
21300000,Bahria Town Karachi,3,8 Marla,3
21400000,Bahria Town Karachi,3,8 Marla,3
21500000,Bahria Town Karachi,3,8 Marla,3
21600000,Bahria Town Karachi,3,8 Marla,3
21700000,Bahria Town Karachi,3,8 Marla,3
21800000,Bahria Town Karachi,3,8 Marla,3
21900000,Bahria Town Karachi,3,8 Marla,3
22000000,Bahria Town Karachi,3,8 Marla,3
22100000,Bahria Town Karachi,3,8 Marla,3
22200000,Bahria Town Karachi,3,8 Marla,3
22300000,Bahria Town Karachi,3,8 Marla,3
22400000,Bahria Town Karachi,3,8 Marla,3
22500000,Bahria Town Karachi,3,8 Marla,3
32500000,North Nazimabad,4,8 Marla,5
37500000,Clifton,3,8.4 Marla,3
13800000,Bahria Town Karachi,3,8 Marla,3
13000000,Bahria Town Karachi,3,8 Marla,3
13000000,Bahria Town Karachi,3,8 Marla,3
13100000,Bahria Town Karachi,3,8 Marla,3
13100000,Bahria Town Karachi,3,8 Marla,3
13200000,Bahria Town Karachi,3,8 Marla,3
13200000,Bahria Town Karachi,3,8 Marla,3
13300000,Bahria Town Karachi,3,8 Marla,3
13300000,Bahria Town Karachi,3,8 Marla,3
13400000,Bahria Town Karachi,3,8 Marla,3
13400000,Bahria Town Karachi,3,8 Marla,3
13500000,Bahria Town Karachi,3,8 Marla,3
13500000,Bahria Town Karachi,3,8 Marla,3
13600000,Bahria Town Karachi,3,8 Marla,3
13600000,Bahria Town Karachi,3,8 Marla,3
13700000,Bahria Town Karachi,3,8 Marla,3
13800000,Bahria Town Karachi,3,8 Marla,3
13800000,Bahria Town Karachi,3,8 Marla,3
13900000,Bahria Town Karachi,3,8 Marla,3
13900000,Bahria Town Karachi,3,8 Marla,3
14000000,Bahria Town Karachi,3,8 Marla,3
14000000,Bahria Town Karachi,3,8 Marla,3
14100000,Bahria Town Karachi,3,8 Marla,3
14100000,Bahria Town Karachi,3,8 Marla,3
14200000,Bahria Town Karachi,3,8 Marla,3
14200000,Bahria Town Karachi,3,8 Marla,3
14300000,Bahria Town Karachi,3,8 Marla,3
14300000,Bahria Town Karachi,3,8 Marla,3
14400000,Bahria Town Karachi,3,8 Marla,3
14400000,Bahria Town Karachi,3,8 Marla,3
14500000,Bahria Town Karachi,3,8 Marla,3
11500000,Gulistan-e-Jauhar,3,6.2 Marla,3
8500000,Gulistan-e-Jauhar,3,6 Marla,3
7000000,DHA Defence,2,2 Marla,2
5500000,Gulistan-e-Jauhar,2,3.1 Marla,2
3500000,Saadi Road,2,4 Marla,2
13000000,Gulshan-e-Iqbal Town,4,9.8 Marla,4
26500000,Gulshan-e-Iqbal Town,2,4.8 Marla,2
12500000,Gulistan-e-Jauhar,2,4.8 Marla,2
8500000,Federal B Area,2,5.1 Marla,2
29500000,Shah Faisal Town,6,8 Marla,11
5500000,Scheme 33,2,4.7 Marla,2
10800000,North Nazimabad,2,5.8 Marla,2
9500000,Gulshan-e-Iqbal Town,3,6 Marla,3
4200000,North Karachi,2,4.2 Marla,4
9000000,Gulshan-e-Iqbal Town,3,6 Marla,3
9100000,Scheme 33,3,7.8 Marla,3
12500000,Gulshan-e-Iqbal Town,5,4.8 Marla,5
4300000,Scheme 33,2,4 Marla,2
6000000,Bahria Town Karachi,2,4.2 Marla,2
50000000,Gulshan-e-Iqbal Town,6,9.6 Marla,6
110000000,Clifton,3,7 Kanal,3
10000000,Gulshan-e-Iqbal Town,2,4.4 Marla,2
4500000,North Nazimabad,2,4.2 Marla,2
5500000,Scheme 33,2,4.7 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
11000000,Gadap Town,3,4.8 Marla,4
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
25000000,Jamshed Town,3,8 Marla,3
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
18500000,Gulshan-e-Iqbal Town,3,10 Marla,3
6000000,Scheme 33,2,4.4 Marla,2
6000000,Scheme 33,2,4.4 Marla,2
4900000,Nazimabad,2,5.3 Marla,2
19500000,DHA Defence,3,6.7 Marla,3
4900000,Nazimabad,2,5.3 Marla,2
8000000,Gulistan-e-Jauhar,2,6.2 Marla,2
16500000,North Karachi,4,4.8 Marla,4
18500000,DHA Defence,3,8.4 Marla,3
10000000,Gulistan-e-Jauhar,3,6.7 Marla,3
7000000,DHA Defence,2,2.9 Marla,2
15000000,Liaquatabad,1,3.2 Marla,3
15000000,Gadap Town,4,9.6 Marla,4
14000000,Gadap Town,4,9.6 Marla,4
16000000,Malir,6,5 Marla,6
15000000,Malir,6,9.6 Marla,6
8500000,Malir,4,5 Marla,4
16000000,Gulshan-e-Iqbal Town,3,7.1 Marla,3
12000000,Malir,4,5 Marla,4
30000000,Khalid Bin Walid Road,4,10.9 Marla,4
4000000,M. A. Jinnah Road,3,6.7 Marla,3
5000000,Gulistan-e-Jauhar,2,4 Marla,2
11500000,Malir,2,4.5 Marla,2
45000000,Cantt,3,10.7 Marla,3
72500000,Malir,5,1 Kanal,5
69000000,Cantt,5,1 Kanal,5
3200000,Federal B Area,2,2.2 Marla,2
15500000,Gulistan-e-Jauhar,3,7.1 Marla,3
13000000,Gulistan-e-Jauhar,3,9.6 Marla,3
20000000,Gulshan-e-Iqbal Town,4,4.8 Marla,5
3500000,North Nazimabad,2,3.3 Marla,2
6500000,Nazimabad,2,4.9 Marla,2
11000000,Scheme 33,3,4.8 Marla,4
40000000,Gulshan-e-Iqbal Town,6,9.6 Marla,6
6000000,Gulshan-e-Iqbal Town,3,6.6 Marla,3
70000000,Gulshan-e-Iqbal Town,2,4.4 Marla,2
22500000,Malir,3,10 Marla,3
32500000,DHA Defence,4,4 Marla,4
12000000,Gulshan-e-Iqbal Town,3,6.4 Marla,3
32500000,Shah Faisal Town,5,12 Marla,8
8500000,Gulshan-e-Iqbal Town,2,5 Marla,3
40000000,Gulistan-e-Jauhar,3,9.6 Marla,3
18000000,Shadman 2,2,4.8 Marla,2
8500000,DHA Defence,3,4 Marla,3
12000000,North Karachi,2,4.8 Marla,2
16000000,Airport,6,4.8 Marla,6
12300000,Bahria Town Karachi,3,10 Marla,3
12200000,Bahria Town Karachi,3,10 Marla,3
12100000,Bahria Town Karachi,3,10 Marla,3
7500000,Garden West,3,5.8 Marla,3
7500000,Jamshed Town,2,4.4 Marla,2
12000000,Bahria Town Karachi,3,10 Marla,3
11900000,Bahria Town Karachi,3,10 Marla,3
11800000,Bahria Town Karachi,3,10 Marla,3
11700000,Bahria Town Karachi,3,10 Marla,3
11600000,Bahria Town Karachi,3,10 Marla,3
3600000,Korangi,2,4.8 Marla,4
11500000,Bahria Town Karachi,3,10 Marla,3
1650000,Korangi,1,2.2 Marla,2
15500000,Bahria Town Karachi,3,6.1 Marla,3
15400000,Bahria Town Karachi,3,6.1 Marla,3
15300000,Bahria Town Karachi,3,6.1 Marla,3
15200000,Bahria Town Karachi,3,6.1 Marla,3
15100000,Bahria Town Karachi,3,6.1 Marla,3
15000000,Bahria Town Karachi,3,6.1 Marla,3
14900000,Bahria Town Karachi,3,6.1 Marla,3
1350000,Korangi,1,1.8 Marla,2
14800000,Bahria Town Karachi,3,6.1 Marla,3
14700000,Bahria Town Karachi,3,6.1 Marla,3
14600000,Bahria Town Karachi,3,6.1 Marla,3
1250000,Korangi,1,1.8 Marla,2
1275000,Korangi,1,1.8 Marla,2
1800000,Korangi,1,2.2 Marla,2
33000000,DHA Defence,4,4 Marla,4
97500000,DHA Defence,6,1 Kanal,6
97500000,DHA Defence,6,1 Kanal,6
210000000,DHA Defence,6,2 Kanal,6
210000000,DHA Defence,6,2 Kanal,6
9600000,Bahria Town Karachi,3,14 Marla,4
41000000,Jamshed Town,4,16 Marla,4
16500000,Clifton,2,6.2 Marla,2
3600000,Korangi,4,2.4 Marla,4
15000000,DHA Defence,3,4.9 Marla,3
2800000,Liaquatabad,1,2.6 Marla,2
14400000,Bahria Town Karachi,3,8 Marla,3
14300000,Bahria Town Karachi,3,8 Marla,3
14200000,Bahria Town Karachi,3,8 Marla,3
14100000,Bahria Town Karachi,3,8 Marla,3
14000000,Bahria Town Karachi,3,8 Marla,3
13900000,Bahria Town Karachi,3,8 Marla,3
13800000,Bahria Town Karachi,3,8 Marla,3
7500000,North Karachi,2,4.4 Marla,2
8000000,North Karachi,3,5.3 Marla,3
16000000,Bahria Town Karachi,3,6 Marla,3
13000000,Bahria Town Karachi,2,8 Marla,3
15500000,Bahria Town Karachi,3,6 Marla,3
27000000,North Karachi,6,4.8 Marla,6
14500000,North Karachi,6,4.8 Marla,6
8500000,Bahria Town Karachi,3,6 Marla,3
8000000,Bahria Town Karachi,3,6 Marla,3
21000000,Bahria Town Karachi,3,8 Marla,3
20900000,Bahria Town Karachi,3,8 Marla,3
23000000,North Karachi,6,4.8 Marla,6
20800000,Bahria Town Karachi,3,8 Marla,3
20500000,Bahria Town Karachi,3,8 Marla,3
12000000,Bahria Town Karachi,3,6 Marla,3
19500000,Bahria Town Karachi,3,8 Marla,3
20400000,Bahria Town Karachi,3,8 Marla,3
20300000,Bahria Town Karachi,3,8 Marla,3
9000000,Bahria Town Karachi,3,6 Marla,3
20000000,Bahria Town Karachi,3,8 Marla,3
12000000,North Karachi,6,4 Marla,6
20500000,Bahria Town Karachi,3,8 Marla,3
21500000,Bahria Town Karachi,3,8 Marla,3
14000000,Bahria Town Karachi,3,6 Marla,3
14500000,Bahria Town Karachi,3,6 Marla,3
15000000,Bahria Town Karachi,3,6 Marla,3
21000000,Bahria Town Karachi,3,8 Marla,3
14000000,Bahria Town Karachi,3,8 Marla,3
20200000,Bahria Town Karachi,3,8 Marla,3
13500000,Bahria Town Karachi,3,8 Marla,3
20100000,Bahria Town Karachi,3,8 Marla,3
13000000,Bahria Town Karachi,3,8 Marla,3
20000000,Bahria Town Karachi,3,8 Marla,3
20000000,DHA Defence,3,8.9 Marla,3
15000000,Bahria Town Karachi,3,8 Marla,3
15000000,DHA Defence,3,5.1 Marla,3
20600000,Bahria Town Karachi,3,8 Marla,3
14000000,Bahria Town Karachi,3,8 Marla,3
14500000,Bahria Town Karachi,3,8 Marla,3
13600000,Bahria Town Karachi,3,8 Marla,3
13500000,Bahria Town Karachi,3,8 Marla,3
13700000,Bahria Town Karachi,3,8 Marla,3
15000000,North Karachi,4,4.8 Marla,4
18000000,North Karachi,4,4.8 Marla,4
15000000,North Karachi,4,4.8 Marla,4
19000000,North Karachi,4,4.8 Marla,4
9500000,North Nazimabad,3,5.6 Marla,3
12000000,North Nazimabad,3,6.4 Marla,3
11000000,North Nazimabad,3,6.4 Marla,3
6500000,North Nazimabad,2,3.3 Marla,2
6000000,North Nazimabad,2,3.1 Marla,2
8300000,North Nazimabad,2,4.4 Marla,2
8000000,North Nazimabad,2,4.4 Marla,2
5500000,North Nazimabad,2,3.1 Marla,2
9500000,North Nazimabad,3,5.6 Marla,3
5450000,Bahria Town Karachi,2,4.2 Marla,2
12200000,Bahria Town Karachi,3,10 Marla,3
5850000,Bahria Town Karachi,3,4.2 Marla,3
9500000,North Nazimabad,3,5.6 Marla,3
12500000,North Nazimabad,3,6 Marla,3
6000000,North Nazimabad,2,3.1 Marla,2
12000000,North Nazimabad,3,6.4 Marla,3
12500000,North Nazimabad,3,6 Marla,3
4500000,North Nazimabad,2,4 Marla,2
3000000,North Nazimabad,2,2.9 Marla,2
6500000,North Nazimabad,3,4.9 Marla,3
5300000,North Karachi,2,4 Marla,2
3500000,North Karachi,2,4 Marla,2
5500000,North Karachi,2,4.2 Marla,2
4000000,Nazimabad,2,4.2 Marla,2
7500000,North Nazimabad,2,4 Marla,2
2700000,North Nazimabad,2,3.1 Marla,2
22200000,Bahria Town Karachi,3,8 Marla,3
22400000,Bahria Town Karachi,3,8 Marla,3
22000000,Bahria Town Karachi,3,8 Marla,3
21000000,Bahria Town Karachi,3,8 Marla,3
20000000,Bahria Town Karachi,3,8 Marla,3
19800000,Bahria Town Karachi,3,8 Marla,3
20500000,Bahria Town Karachi,3,8 Marla,3
19400000,Bahria Town Karachi,3,8 Marla,3
19600000,Bahria Town Karachi,3,8 Marla,3
19000000,Bahria Town Karachi,3,8 Marla,3
15000000,Bahria Town Karachi,3,9.6 Marla,3
14400000,Bahria Town Karachi,3,9.6 Marla,3
14600000,Bahria Town Karachi,3,9.6 Marla,3
14800000,Bahria Town Karachi,3,9.6 Marla,3
14200000,Bahria Town Karachi,3,9.6 Marla,3
13800000,Bahria Town Karachi,3,9.6 Marla,3
13500000,Bahria Town Karachi,3,9.6 Marla,3
14000000,Bahria Town Karachi,3,9.6 Marla,3
13200000,Bahria Town Karachi,3,9.6 Marla,3
11000000,North Nazimabad,3,8 Marla,3
13000000,Bahria Town Karachi,3,9.6 Marla,3
2700000,North Nazimabad,2,3.1 Marla,2
4000000,North Nazimabad,2,4.2 Marla,2
4500000,North Nazimabad,2,4.2 Marla,2
4200000,North Nazimabad,2,4.2 Marla,2
7500000,North Nazimabad,2,4 Marla,2
4000000,Nazimabad,2,4.2 Marla,2
13000000,Malir,5,4.8 Marla,6
4200000,North Nazimabad,2,4.2 Marla,2
5500000,North Karachi,2,4.2 Marla,2
3500000,North Karachi,2,4 Marla,2
5300000,North Karachi,2,4 Marla,2
6500000,North Nazimabad,3,4.9 Marla,3
47500000,Bath Island,3,8.9 Marla,3
45000000,Bath Island,4,11.6 Marla,4
16000000,Frere Town,3,5.8 Marla,3
22000000,Frere Town,3,6.7 Marla,3
32000000,Clifton,3,8.2 Marla,3
16000000,Frere Town,2,5.1 Marla,2
20000000,Civil Lines,3,7.3 Marla,3
34000000,Frere Town,3,7.6 Marla,3
48000000,Bath Island,3,8.9 Marla,3
25000000,Frere Town,3,8.2 Marla,3
48000000,Bath Island,4,12 Marla,4
30000000,Civil Lines,3,7.5 Marla,3
22500000,Civil Lines,2,6 Marla,2
60000000,Civil Lines,4,12 Marla,4
37500000,Clifton,3,7.6 Marla,3
48000000,Bath Island,4,11.1 Marla,4
60000000,Bath Island,4,11.6 Marla,4
60000000,Bath Island,4,11.6 Marla,4
46000000,Bath Island,3,8.9 Marla,3
57500000,Bath Island,4,11.6 Marla,4
7500000,North Karachi,2,4.4 Marla,2
8000000,North Karachi,3,5.3 Marla,3
27000000,North Karachi,6,4.8 Marla,6
14500000,North Karachi,6,4.8 Marla,6
25000000,North Karachi,6,4.8 Marla,6
19000000,North Karachi,4,4.8 Marla,4
15000000,North Karachi,4,4.8 Marla,4
12000000,North Karachi,6,4 Marla,6
18000000,North Karachi,4,4.8 Marla,4
15000000,North Karachi,4,4.8 Marla,4
5600000,Bahria Town Karachi,2,4.2 Marla,2
5600000,Bahria Town Karachi,2,4.2 Marla,2
8400000,Gulistan-e-Jauhar,2,4.8 Marla,2
9500000,Gulshan-e-Iqbal Town,2,4.9 Marla,3
4800000,Gulistan-e-Jauhar,2,4.4 Marla,2
43000000,Gulistan-e-Jauhar,5,10.6 Marla,5
12000000,Bahria Town Karachi,2,8 Marla,3
2800000,Liaquatabad,2,3.2 Marla,2
2800000,Liaquatabad,2,3.2 Marla,2
10500000,Gulshan-e-Iqbal Town,3,6.4 Marla,3
6500000,Gulshan-e-Iqbal Town,2,4 Marla,2
18500000,Gulistan-e-Jauhar,4,4.8 Marla,4
14000000,Scheme 33,4,5.6 Marla,4
7000000,Gulshan-e-Iqbal Town,2,4 Marla,2
14000000,Scheme 33,4,5.6 Marla,4
9500000,Gulshan-e-Iqbal Town,3,6 Marla,3
18500000,Gulistan-e-Jauhar,4,4.8 Marla,4
17000000,Korangi,3,4.8 Marla,4
3000000,Gulistan-e-Jauhar,2,4 Marla,2
3000000,Gulistan-e-Jauhar,2,4 Marla,2
3000000,Gulistan-e-Jauhar,2,4 Marla,2
3000000,Gulistan-e-Jauhar,2,4 Marla,2
3000000,Gulistan-e-Jauhar,2,4 Marla,2
3000000,Gulistan-e-Jauhar,2,4 Marla,2
3000000,Gulistan-e-Jauhar,2,4 Marla,2
38000000,Jamshed Town,4,12 Marla,4
3000000,Gulistan-e-Jauhar,2,4 Marla,2
1300000,Korangi,1,1.8 Marla,2
20000000,Gulshan-e-Iqbal Town,3,6.8 Marla,3
1200000,Korangi,1,1.8 Marla,2
34000000,Shaheed Millat Road,4,11.8 Marla,4
7800000,Bahria Town Karachi,2,5.1 Marla,2
11600000,Bahria Town Karachi,3,7.8 Marla,3
5500000,Nazimabad,2,3.6 Marla,2
12000000,Khalid Bin Walid Road,2,4.7 Marla,2
17500000,Gulshan-e-Iqbal Town,3,10 Marla,3
11500000,North Karachi,3,6.4 Marla,3
23500000,Shaheed Millat Road,3,7.8 Marla,3
16000000,Shaheed Millat Road,2,4.7 Marla,2
26500000,Clifton,3,8 Marla,3
19000000,Bahria Town Karachi,4,12.2 Marla,4
13000000,Bahria Town Karachi,3,10 Marla,3
3500000,Bahria Town Karachi,2,4.2 Marla,2
11500000,Bahria Town Karachi,3,10 Marla,3
15000000,Bahria Town Karachi,3,6.1 Marla,3
21000000,Bahria Town Karachi,3,8 Marla,3
7800000,DHA Defence,2,4.9 Marla,2
12000000,Bahria Town Karachi,3,8 Marla,3
14700000,Bahria Town Karachi,3,6 Marla,3
20600000,Bahria Town Karachi,3,8 Marla,3
15300000,Bahria Town Karachi,3,6 Marla,3
14800000,Bahria Town Karachi,3,6 Marla,3
6000000,Bahria Town Karachi,2,4.2 Marla,2
14900000,Bahria Town Karachi,3,6 Marla,3
14600000,Bahria Town Karachi,3,6 Marla,3
7800000,Gadap Town,2,4.8 Marla,2
15200000,Bahria Town Karachi,3,6 Marla,3
15500000,Bahria Town Karachi,3,8 Marla,3
7100000,Gadap Town,2,5 Marla,2
32500000,DHA Defence,1,6.5 Marla,1
12700000,Bahria Town Karachi,3,10 Marla,3
12300000,Bahria Town Karachi,3,10 Marla,3
12600000,Bahria Town Karachi,3,10 Marla,3
12200000,Bahria Town Karachi,3,10 Marla,3
12100000,Bahria Town Karachi,3,10 Marla,3
20100000,Bahria Town Karachi,3,8 Marla,3
11700000,Bahria Town Karachi,3,10 Marla,3
12800000,Bahria Town Karachi,3,10 Marla,3
11600000,Bahria Town Karachi,3,10 Marla,3
11800000,Bahria Town Karachi,3,10 Marla,3
16000000,Gulberg Town,5,4.8 Marla,9
21500000,Bahria Town Karachi,3,8 Marla,3
11400000,Bahria Town Karachi,3,10 Marla,3
13400000,Bahria Town Karachi,3,8 Marla,3
6000000,Bahria Town Karachi,2,4.2 Marla,2
12500000,Bahria Town Karachi,3,10 Marla,3
12400000,Bahria Town Karachi,3,10 Marla,3
12000000,Bahria Town Karachi,3,10 Marla,3
11900000,Bahria Town Karachi,3,10 Marla,3
